customer_id,name,age,city,product_type,annual_income,monthly_salary,credit_score,credit_utilization,savings_change_pct,loan_amount,monthly_emi,current_salary_delay_days,risk_score,risk_level,suggested_action,ability_score,willingness_score,rare_case_type,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-103490,Sara Deshmukh,54,Chennai,Credit Card,2386411,198867.58,676,17.91,-0.39,422806.0,35233.83,21,65,High,📞 Call Sara Deshmukh: Salary Delay Relief,76,87,Normal,Self-Employed,1172-4453-6806,GHVP5639T,2018-12-25
CUSR-103491,Myra Malhotra,37,Lucknow,Personal Loan,2230181,185848.42,797,41.95,2.68,144449.0,6018.71,2,27,Low,Standard Monitoring,21,73,Victim of Circumstance,Salaried,8728-6697-5494,YQXP5540W,2018-01-04
CUSR-103492,Vihaan Singh,27,Delhi,Home Loan,4027172,335597.67,681,15.53,3.77,110012.0,4583.83,2,16,Low,Standard Monitoring,75,76,Normal,Salaried,4855-6821-5402,WKMP4768X,2020-07-09
CUSR-103493,Ishaan Kapoor,59,Lucknow,Home Loan,2988558,249046.5,735,31.94,3.91,1339826.0,55826.08,1,20,Low,Standard Monitoring,46,95,Normal,Self-Employed,2998-7653-3348,XKXP6265X,2024-12-19
CUSR-103494,Sara Chatterjee,30,Lucknow,Credit Card,4673237,389436.42,803,61.6,-50.9,3123787.0,86771.86,4,88,Critical,🛡️ Wellness: Savings Protection,35,48,Normal,Business,4438-3587-6827,LFGP8013P,2021-07-06
CUSR-103495,Anvi Gupta,25,Jaipur,Home Loan,727591,60632.58,826,15.27,9.76,1175339.0,32648.31,1,14,Low,Standard Monitoring,82,56,Normal,Self-Employed,7656-5190-2401,QSVP3351J,2016-09-14
CUSR-103496,Sara Aggarwal,43,Pune,Credit Card,4393405,366117.08,699,24.64,-5.27,3412936.0,142205.67,10,44,Medium,Standard Monitoring,32,91,Victim of Circumstance,Business,1392-5016-8034,BPJP3645C,2018-01-06
CUSR-103497,Aaryan Kapoor,46,Chennai,Auto Loan,2963818,246984.83,666,64.87,-15.78,3624302.0,100675.06,0,44,Medium,Standard Monitoring,86,76,Normal,Salaried,3571-2824-5834,IHHP1832G,2018-05-14
CUSR-103498,Arjun Reddy,22,Jaipur,Auto Loan,3426062,285505.17,629,17.74,3.3,4779378.0,199140.75,1,15,Low,Standard Monitoring,88,90,Normal,Business,4653-7268-8545,TBAP7389J,2023-09-15
CUSR-103499,Kabir Bose,62,Kolkata,Auto Loan,4012716,334393.0,658,14.29,7.02,3666155.0,61102.58,1,13,Low,Standard Monitoring,24,83,Victim of Circumstance,Salaried,9339-8722-6531,KYUP5747E,2024-06-11
CUSR-103500,Sai Verma,39,Hyderabad,Home Loan,1140609,95050.75,711,57.52,-16.91,4633944.0,193081.0,1,44,Medium,Standard Monitoring,37,45,Normal,Self-Employed,6640-5113-7925,MGNP5228W,2018-03-11
CUSR-103501,Sai Sharma,50,Delhi,Home Loan,3761926,313493.83,823,70.44,-54.84,1958526.0,32642.1,4,88,Critical,🛡️ Wellness: Savings Protection,89,28,Strategic Defaulter,Self-Employed,7832-4764-1727,YBIP6284S,2024-03-15
CUSR-103502,Aditya Verma,43,Mumbai,Auto Loan,2380257,198354.75,648,98.34,-11.83,424231.0,7070.52,1,87,Critical,🔒 Shield: Limit Cap at 98%,79,10,Strategic Defaulter,Self-Employed,8214-4331-6718,XOCP1754T,2017-12-20
CUSR-103503,Arjun Nair,27,Jaipur,Personal Loan,1151227,95935.58,706,11.72,-3.33,301944.0,5032.4,13,45,High,Standard Monitoring,62,49,Normal,Self-Employed,1165-2897-3462,PWDP8234M,2024-03-15
CUSR-103504,Saanvi Iyer,50,Mumbai,Credit Card,2046949,170579.08,791,31.18,2.18,773895.0,12898.25,2,22,Low,Standard Monitoring,90,36,Strategic Defaulter,Salaried,9323-8463-5906,MEDP3350U,2020-12-05
CUSR-103505,Sara Bose,50,Kolkata,Credit Card,2206876,183906.33,667,59.58,-15.06,482698.0,20112.42,2,46,High,Standard Monitoring,88,44,Normal,Self-Employed,5660-5221-4233,FVEP4874X,2023-01-12
CUSR-103506,Aditya Iyer,56,Jaipur,Home Loan,4033356,336113.0,793,11.5,5.65,1413279.0,39257.75,1,12,Low,Standard Monitoring,22,42,Normal,Self-Employed,3870-3143-4763,AEDP2820V,2021-01-19
CUSR-103507,Aaryan Bose,36,Pune,Personal Loan,2908268,242355.67,812,20.85,2.0,2713388.0,113057.83,1,16,Low,Standard Monitoring,38,36,Normal,Salaried,6481-6674-6300,PWYP2007Y,2018-01-02
CUSR-103508,Ananya Kapoor,62,Bangalore,Credit Card,4486164,373847.0,827,27.96,1.85,280359.0,23363.25,17,59,High,📞 Call Ananya Kapoor: Salary Delay Relief,88,64,Normal,Salaried,4664-1876-5747,IOYP4704L,2016-04-30
CUSR-103509,Krishna Patel,59,Bangalore,Credit Card,2685086,223757.17,721,42.23,11.68,632213.0,10536.88,1,24,Low,Standard Monitoring,64,88,Normal,Self-Employed,2588-5052-2065,CIAP5374S,2022-11-21
CUSR-103510,Ishaan Patel,28,Kolkata,Personal Loan,1502823,125235.25,620,39.85,6.6,2679664.0,74435.11,2,26,Low,Standard Monitoring,46,75,Normal,Self-Employed,4564-9828-4063,GALP2711S,2019-02-02
CUSR-103511,Ishaan Patel,60,Hyderabad,Gold Loan,2415233,201269.42,633,53.13,-17.28,4490882.0,374240.17,1,43,Medium,Standard Monitoring,45,76,Normal,Salaried,9724-1284-1477,QYVP9924J,2016-05-08
CUSR-103512,Arjun Reddy,34,Lucknow,Gold Loan,4361650,363470.83,844,62.81,-42.64,3953317.0,109814.36,2,69,High,🛡️ Wellness: Savings Protection,70,54,Normal,Business,8250-8792-2774,OGUP3575R,2022-09-24
CUSR-103513,Arjun Singh,49,Mumbai,Home Loan,1321174,110097.83,844,50.23,-29.96,3042221.0,50703.68,0,49,High,Standard Monitoring,58,38,Normal,Self-Employed,5697-3739-1699,LMWP2374B,2017-11-19
CUSR-103514,Myra Chatterjee,48,Ahmedabad,Auto Loan,3968011,330667.58,629,31.0,9.42,4627305.0,77121.75,0,17,Low,Standard Monitoring,29,66,Normal,Self-Employed,5259-8363-3689,FNVP5956K,2016-07-06
CUSR-103515,Sara Patel,63,Delhi,Credit Card,1718635,143219.58,843,13.1,2.01,4962224.0,413518.67,13,43,Medium,Standard Monitoring,62,78,Normal,Self-Employed,8150-9811-1482,HCMP9398P,2024-06-27
CUSR-103516,Aadhya Gupta,40,Bangalore,Auto Loan,743778,61981.5,772,40.9,5.92,4749817.0,79163.62,1,24,Low,Standard Monitoring,40,74,Normal,Business,9649-4854-6969,VYDP8078T,2018-07-14
CUSR-103517,Aarav Sharma,28,Jaipur,Gold Loan,2520496,210041.33,617,19.68,5.37,2332910.0,97204.58,1,15,Low,Standard Monitoring,76,49,Normal,Self-Employed,4527-7072-2063,SROP1319J,2019-12-13
CUSR-103518,Ishani Deshmukh,56,Chennai,Personal Loan,661953,55162.75,628,53.41,-16.84,4513802.0,125383.39,4,50,High,Standard Monitoring,20,44,Normal,Salaried,9228-4006-2300,UEEP5102X,2018-12-05
CUSR-103519,Anvi Joshi,50,Pune,Auto Loan,2916522,243043.5,729,24.97,8.95,3945425.0,65757.08,0,15,Low,Standard Monitoring,26,67,Normal,Salaried,2842-5496-4939,FVQP7176M,2022-04-20
CUSR-103520,Ishani Patel,56,Hyderabad,Home Loan,603409,50284.08,780,12.36,5.81,1432900.0,119408.33,1,12,Low,Standard Monitoring,94,34,Strategic Defaulter,Self-Employed,7781-2072-9332,DNAP6991V,2018-07-28
CUSR-103521,Ananya Chatterjee,61,Pune,Gold Loan,3282591,273549.25,750,19.06,2.84,1870930.0,77955.42,2,18,Low,Standard Monitoring,42,87,Normal,Business,3424-4670-6879,PBSP9525P,2020-01-05
CUSR-103522,Sara Aggarwal,25,Mumbai,Auto Loan,4407721,367310.08,739,89.91,-5.6,4128313.0,172013.04,4,55,High,🔒 Shield: Limit Cap at 89%,27,72,Victim of Circumstance,Business,5670-5375-1618,TDPP1145O,2024-07-03
CUSR-103523,Saanvi Joshi,26,Bangalore,Credit Card,1298326,108193.83,709,19.74,1.28,4992409.0,208017.04,16,53,High,📞 Call Saanvi Joshi: Salary Delay Relief,27,55,Normal,Salaried,5487-5943-5201,JRJP4327Y,2019-10-03
CUSR-103524,Shaurya Gupta,50,Ahmedabad,Personal Loan,690276,57523.0,646,16.0,9.55,2910044.0,121251.83,2,16,Low,Standard Monitoring,20,82,Victim of Circumstance,Self-Employed,7601-4601-7808,DIAP9179R,2021-12-24
CUSR-103525,Kabir Iyer,29,Mumbai,Gold Loan,1062841,88570.08,607,11.01,3.32,2490821.0,103784.21,11,37,Medium,Standard Monitoring,83,40,Normal,Business,6968-3126-1273,XJVP9281H,2022-04-02
CUSR-103526,Aarav Deshmukh,59,Chennai,Gold Loan,2465522,205460.17,681,53.21,-27.13,4727777.0,393981.42,1,50,High,Standard Monitoring,62,68,Normal,Business,2867-5812-7430,DMXP1572X,2017-07-23
CUSR-103527,Sara Malhotra,42,Delhi,Home Loan,1631894,135991.17,657,40.45,2.75,3979731.0,165822.12,0,21,Low,Standard Monitoring,60,49,Normal,Business,1475-4630-1651,UEBP5598C,2016-11-16
CUSR-103528,Riya Chatterjee,62,Mumbai,Personal Loan,851692,70974.33,718,37.89,8.51,3232322.0,89786.72,0,20,Low,Standard Monitoring,23,35,Normal,Self-Employed,9399-8437-2763,TIHP3818E,2022-09-24
CUSR-103529,Aadhya Singh,30,Bangalore,Auto Loan,1203175,100264.58,643,23.47,3.65,130689.0,3630.25,0,14,Low,Standard Monitoring,42,82,Normal,Self-Employed,4789-5945-1111,HMFP2861I,2018-04-15
CUSR-103530,Ishani Malhotra,46,Hyderabad,Auto Loan,3250250,270854.17,708,28.08,5.64,168024.0,14002.0,2,21,Low,Standard Monitoring,58,52,Normal,Salaried,4168-6780-7412,THLP3278I,2019-03-27
CUSR-103531,Anvi Gupta,30,Kolkata,Credit Card,2384980,198748.33,824,19.97,8.57,4941428.0,411785.67,1,15,Low,Standard Monitoring,51,79,Normal,Self-Employed,4430-4922-5281,VGBP6079B,2024-09-13
CUSR-103532,Saanvi Chatterjee,46,Chennai,Auto Loan,2476274,206356.17,637,60.17,-37.9,1858112.0,30968.53,0,59,High,🛡️ Wellness: Savings Protection,89,74,Normal,Salaried,9617-6202-9467,QKVP4223J,2022-11-02
CUSR-103533,Anvi Sharma,43,Hyderabad,Personal Loan,983319,81943.25,763,33.73,3.41,2908364.0,48472.73,2,23,Low,Standard Monitoring,33,32,Normal,Business,2751-8449-8245,BNLP2444G,2023-07-05
CUSR-103534,Krishna Verma,61,Lucknow,Credit Card,3970915,330909.58,755,94.7,-6.9,2195231.0,36587.18,1,51,High,🔒 Shield: Limit Cap at 94%,32,33,Normal,Business,1210-6557-9380,UOEP1070Y,2017-07-17
CUSR-103535,Aditya Patel,49,Kolkata,Credit Card,3883831,323652.58,727,33.7,2.59,2651468.0,44191.13,2,23,Low,Standard Monitoring,73,31,Strategic Defaulter,Business,6852-1786-2457,ENAP9549A,2021-07-12
CUSR-103536,Aadhya Kapoor,37,Mumbai,Personal Loan,4013764,334480.33,727,11.38,8.65,2692270.0,74785.28,0,10,Low,Standard Monitoring,24,87,Victim of Circumstance,Business,7602-8899-7886,WJEP2470D,2018-04-14
CUSR-103537,Krishna Iyer,41,Jaipur,Gold Loan,4985774,415481.17,605,13.32,4.88,689935.0,19164.86,2,15,Low,Standard Monitoring,55,81,Normal,Business,6009-2350-9005,KWJP2777F,2021-10-13
CUSR-103538,Aarav Sharma,38,Kolkata,Personal Loan,4513798,376149.83,660,25.79,2.88,3682935.0,306911.25,1,18,Low,Standard Monitoring,73,93,Normal,Salaried,9694-5545-1840,CRIP6217U,2023-05-04
CUSR-103539,Arjun Bose,40,Pune,Personal Loan,4602610,383550.83,644,22.36,10.13,2927806.0,48796.77,0,14,Low,Standard Monitoring,63,78,Normal,Salaried,6200-8721-6661,VEBP4407Q,2021-08-09
CUSR-103540,Sara Patel,28,Jaipur,Credit Card,1440821,120068.42,663,13.94,4.47,2354610.0,196217.5,21,63,High,📞 Call Sara Patel: Salary Delay Relief,91,83,Normal,Salaried,2759-3009-5499,BCJP3985C,2023-05-30
CUSR-103541,Aditya Bose,64,Pune,Home Loan,514493,42874.42,655,75.84,-41.47,3842545.0,320212.08,4,79,High,🛡️ Wellness: Savings Protection,82,25,Strategic Defaulter,Business,6465-2648-3862,CDAP4751H,2019-12-31
CUSR-103542,Aadhya Malhotra,23,Bangalore,Auto Loan,1975314,164609.5,841,63.68,-24.97,3515841.0,292986.75,3,58,High,Standard Monitoring,59,75,Normal,Salaried,6709-4388-2531,KLYP4634T,2018-07-15
CUSR-103543,Diya Joshi,47,Delhi,Home Loan,4819839,401653.25,764,55.44,-45.91,3216765.0,134031.88,1,88,Critical,🛡️ Wellness: Savings Protection,87,16,Strategic Defaulter,Business,4726-5454-6798,QDXP3027F,2016-08-19
CUSR-103544,Myra Verma,40,Kolkata,Credit Card,1129054,94087.83,733,43.57,8.93,197272.0,8219.67,0,22,Low,Standard Monitoring,48,60,Normal,Salaried,8770-7889-7129,YUJP5709S,2020-05-02
CUSR-103545,Sara Joshi,36,Jaipur,Credit Card,4953710,412809.17,794,20.17,-4.19,4163027.0,115639.64,12,46,High,Standard Monitoring,92,52,Normal,Business,1648-3860-2469,MLGP4005T,2018-03-14
CUSR-103546,Aaryan Sharma,50,Kolkata,Personal Loan,4570481,380873.42,764,14.78,-5.51,2495897.0,41598.28,10,40,Medium,Standard Monitoring,77,90,Normal,Salaried,9743-5722-7146,QJIP3327K,2021-09-11
CUSR-103547,Ananya Iyer,46,Delhi,Auto Loan,3434805,286233.75,722,28.18,2.37,3658226.0,60970.43,14,51,High,Standard Monitoring,89,90,Normal,Business,1652-6611-6877,QOPP5030X,2017-07-18
CUSR-103548,Shaurya Iyer,59,Bangalore,Home Loan,2782587,231882.25,829,24.14,11.55,377800.0,15741.67,0,15,Low,Standard Monitoring,91,31,Strategic Defaulter,Self-Employed,4092-6663-2010,EKBP9057O,2016-08-27
CUSR-103549,Ishani Kapoor,43,Lucknow,Auto Loan,3571159,297596.58,649,44.2,7.15,3006448.0,125268.67,2,28,Low,Standard Monitoring,93,64,Normal,Self-Employed,6877-6056-2843,VXJP7336N,2020-06-16
CUSR-103550,Sara Joshi,25,Bangalore,Auto Loan,2774655,231221.25,622,26.1,6.11,372178.0,6202.97,2,20,Low,Standard Monitoring,67,39,Strategic Defaulter,Salaried,4336-7149-2550,AVRP4578T,2023-12-15
CUSR-103551,Myra Nair,34,Chennai,Home Loan,2313254,192771.17,751,41.45,8.55,2800856.0,116702.33,2,27,Low,Standard Monitoring,62,80,Normal,Business,8840-2438-8687,QQNP7503K,2024-08-11
CUSR-103552,Ananya Malhotra,53,Pune,Home Loan,1168974,97414.5,778,43.94,11.08,3667068.0,305589.0,0,23,Low,Standard Monitoring,29,74,Victim of Circumstance,Business,7551-7045-1967,TOQP4910C,2024-12-22
CUSR-103553,Aditya Singh,29,Delhi,Auto Loan,4332182,361015.17,647,42.47,5.86,241422.0,20118.5,0,22,Low,Standard Monitoring,79,36,Strategic Defaulter,Business,5296-9537-1589,DIRP8003O,2022-02-15
CUSR-103554,Myra Verma,38,Chennai,Credit Card,3815365,317947.08,614,27.5,9.77,3788181.0,315681.75,2,21,Low,Standard Monitoring,70,55,Normal,Salaried,7419-2661-8265,UEUP4696N,2019-11-06
CUSR-103555,Aditya Kapoor,38,Pune,Personal Loan,1990768,165897.33,758,10.58,4.22,1896082.0,158006.83,1,12,Low,Standard Monitoring,72,75,Normal,Salaried,9882-2826-9221,DNYP9588N,2023-12-11
CUSR-103556,Shaurya Joshi,26,Ahmedabad,Home Loan,1743281,145273.42,641,37.1,4.92,4117300.0,171554.17,1,22,Low,Standard Monitoring,63,43,Normal,Business,6350-3605-7121,ULDP9834T,2018-07-05
CUSR-103557,Krishna Malhotra,23,Hyderabad,Personal Loan,2374550,197879.17,602,23.57,2.81,4584939.0,76415.65,2,19,Low,Standard Monitoring,44,51,Normal,Business,5463-8289-1459,UGUP9788I,2023-12-23
CUSR-103558,Shaurya Aggarwal,58,Pune,Personal Loan,1555401,129616.75,630,13.85,9.74,1196490.0,33235.83,1,13,Low,Standard Monitoring,70,52,Normal,Salaried,7380-9941-6520,MTGP9438D,2016-04-08
CUSR-103559,Vihaan Deshmukh,30,Chennai,Gold Loan,4327594,360632.83,781,95.77,-11.63,3444214.0,95672.61,0,87,Critical,🔒 Shield: Limit Cap at 95%,33,76,Victim of Circumstance,Salaried,9484-5022-2309,FWQP7759V,2018-01-10
CUSR-103560,Aadhya Reddy,30,Jaipur,Credit Card,4816098,401341.5,641,41.88,9.37,4389739.0,365811.58,1,24,Low,Standard Monitoring,68,41,Normal,Business,4777-4646-9268,WBYP9400X,2017-05-28
CUSR-103561,Aditya Chatterjee,64,Hyderabad,Home Loan,4982951,415245.92,718,29.89,-0.97,4066137.0,67768.95,10,43,Medium,Standard Monitoring,57,86,Normal,Self-Employed,9552-5517-7215,NVRP9148M,2017-01-25
CUSR-103562,Anvi Singh,38,Mumbai,Home Loan,450165,37513.75,675,49.8,-20.79,1665660.0,46268.33,3,49,High,Standard Monitoring,34,48,Normal,Business,6297-9581-3287,PCTP4501Q,2023-11-11
CUSR-103563,Sara Joshi,60,Hyderabad,Personal Loan,3170812,264234.33,621,36.56,11.53,1620496.0,135041.33,0,20,Low,Standard Monitoring,26,83,Victim of Circumstance,Self-Employed,3090-9094-7264,WEYP3209O,2022-05-02
CUSR-103564,Ishaan Patel,39,Delhi,Gold Loan,1183498,98624.83,813,38.1,3.45,4074112.0,339509.33,1,23,Low,Standard Monitoring,82,85,Normal,Self-Employed,1982-9870-9603,SKXP3108X,2022-12-14
CUSR-103565,Sai Iyer,39,Hyderabad,Gold Loan,419446,34953.83,611,11.6,-0.42,954186.0,26505.17,19,57,High,📞 Call Sai Iyer: Salary Delay Relief,68,36,Strategic Defaulter,Business,3494-3964-1360,SEIP9584T,2017-12-15
CUSR-103566,Saanvi Patel,23,Hyderabad,Auto Loan,4446933,370577.75,839,52.64,-29.01,3279119.0,54651.98,2,54,High,Standard Monitoring,54,49,Normal,Salaried,1164-9535-4101,YGHP3379B,2023-03-03
CUSR-103567,Ishani Kapoor,55,Kolkata,Gold Loan,2797161,233096.75,604,16.52,6.56,3044751.0,50745.85,1,14,Low,Standard Monitoring,70,51,Normal,Salaried,7135-4964-6886,VYMP2045L,2023-09-14
CUSR-103568,Kiara Gupta,61,Ahmedabad,Home Loan,4747343,395611.92,802,13.04,4.09,3670413.0,101955.92,1,13,Low,Standard Monitoring,58,45,Normal,Business,4155-1960-5536,DOVP9771D,2023-06-19
CUSR-103569,Sai Deshmukh,30,Hyderabad,Gold Loan,2369983,197498.58,817,53.31,-25.89,1100678.0,91723.17,3,55,High,Standard Monitoring,85,90,Normal,Salaried,4187-5888-8674,VUVP3940L,2016-06-08
CUSR-103570,Diya Nair,22,Ahmedabad,Home Loan,4623786,385315.5,833,36.42,8.11,2458208.0,102425.33,0,20,Low,Standard Monitoring,46,91,Normal,Self-Employed,6516-1261-7539,PTIP2566H,2021-08-08
CUSR-103571,Ishani Singh,31,Mumbai,Credit Card,1893117,157759.75,810,12.04,5.24,1378513.0,38292.03,1,12,Low,Standard Monitoring,77,45,Normal,Salaried,7876-5547-7094,VQQP5701A,2022-01-21
CUSR-103572,Sai Deshmukh,28,Bangalore,Auto Loan,4401980,366831.67,769,65.65,-21.23,4757781.0,198240.88,3,56,High,Standard Monitoring,47,71,Normal,Business,9370-9243-1766,HWJP9806A,2018-12-09
CUSR-103573,Riya Patel,60,Delhi,Home Loan,1280552,106712.67,814,17.14,5.12,1866346.0,155528.83,0,12,Low,Standard Monitoring,41,68,Normal,Salaried,5035-2657-2501,TLWP2991X,2017-10-15
CUSR-103574,Krishna Singh,22,Ahmedabad,Auto Loan,3986054,332171.17,791,35.71,5.44,2848872.0,47481.2,0,19,Low,Standard Monitoring,52,48,Normal,Self-Employed,3316-7194-4540,LMFP6255T,2017-06-15
CUSR-103575,Riya Gupta,45,Chennai,Personal Loan,2491109,207592.42,648,52.68,-17.28,333124.0,9253.44,2,45,High,Standard Monitoring,91,44,Normal,Self-Employed,4942-8450-9821,VBVP8821P,2019-03-05
CUSR-103576,Saanvi Joshi,55,Jaipur,Home Loan,1500608,125050.67,673,26.08,8.18,3517378.0,97704.94,0,15,Low,Standard Monitoring,22,36,Normal,Salaried,5244-6263-6049,CPRP3811U,2017-09-27
CUSR-103577,Anvi Patel,26,Pune,Credit Card,2169118,180759.83,772,57.83,-26.53,107058.0,2973.83,3,57,High,Standard Monitoring,54,36,Normal,Salaried,6960-8570-8751,PMTP8520V,2018-09-25
CUSR-103578,Aditya Deshmukh,61,Bangalore,Personal Loan,4607281,383940.08,845,89.71,-12.38,2439290.0,40654.83,1,53,High,🔒 Shield: Limit Cap at 89%,51,91,Normal,Business,2059-9324-3937,QNOP6440R,2016-08-14
CUSR-103579,Myra Aggarwal,62,Chennai,Gold Loan,924803,77066.92,773,53.26,-52.93,4153496.0,69224.93,4,88,Critical,🛡️ Wellness: Savings Protection,40,59,Normal,Salaried,1094-5664-5356,PDOP7868P,2017-07-25
CUSR-103580,Riya Patel,58,Delhi,Home Loan,518974,43247.83,678,96.03,-11.05,4998327.0,138842.42,1,87,Critical,🔒 Shield: Limit Cap at 96%,87,32,Strategic Defaulter,Business,5795-7131-1134,IRLP3591U,2023-03-24
CUSR-103581,Krishna Reddy,47,Jaipur,Personal Loan,4135852,344654.33,762,24.1,3.65,2394214.0,99758.92,2,20,Low,Standard Monitoring,59,33,Normal,Business,1655-6650-1237,RDKP3498R,2022-10-12
CUSR-103582,Diya Verma,58,Hyderabad,Auto Loan,4895154,407929.5,651,25.84,8.4,4215847.0,70264.12,0,15,Low,Standard Monitoring,73,70,Normal,Self-Employed,5262-6515-5088,DBHP7644C,2016-10-17
CUSR-103583,Kabir Joshi,42,Ahmedabad,Auto Loan,2047826,170652.17,767,43.83,-18.94,313895.0,13078.96,1,40,Medium,Standard Monitoring,44,88,Normal,Salaried,1227-4390-1632,GDNP5064J,2017-07-10
CUSR-103584,Anvi Verma,59,Kolkata,Gold Loan,4306908,358909.0,714,27.15,9.3,3792153.0,105337.58,0,16,Low,Standard Monitoring,66,84,Normal,Self-Employed,8013-6048-6748,VNEP9927T,2021-07-17
CUSR-103585,Kabir Reddy,36,Jaipur,Auto Loan,2824193,235349.42,745,43.66,2.65,1681291.0,46702.53,1,25,Low,Standard Monitoring,43,61,Normal,Business,7894-5620-1530,DPNP4472C,2020-07-15
CUSR-103586,Riya Sharma,41,Jaipur,Gold Loan,2923738,243644.83,757,92.99,-6.94,710177.0,11836.28,3,55,High,🔒 Shield: Limit Cap at 92%,76,46,Normal,Salaried,5138-8938-8000,CLGP9657K,2016-03-24
CUSR-103587,Riya Bose,56,Mumbai,Home Loan,567025,47252.08,715,43.0,4.24,4088229.0,113561.92,1,25,Low,Standard Monitoring,88,69,Normal,Salaried,6783-1807-5646,MCKP7111E,2020-11-24
CUSR-103588,Ananya Gupta,59,Chennai,Auto Loan,3145050,262087.5,625,44.5,-26.81,3064304.0,85119.56,1,47,High,Standard Monitoring,45,50,Normal,Self-Employed,7491-3094-6881,WSBP4804D,2021-06-25
CUSR-103589,Aadhya Malhotra,56,Mumbai,Gold Loan,3158757,263229.75,791,61.17,-38.4,3380347.0,281695.58,3,68,High,🛡️ Wellness: Savings Protection,77,52,Normal,Self-Employed,3161-9859-4477,FWGP8241C,2022-02-20
CUSR-103590,Riya Aggarwal,45,Kolkata,Gold Loan,1891193,157599.42,742,31.81,3.44,3560575.0,98904.86,1,20,Low,Standard Monitoring,79,44,Normal,Business,9582-6551-9244,KCCP9768N,2017-11-13
CUSR-103591,Aaryan Verma,49,Pune,Home Loan,863684,71973.67,641,37.71,9.93,1577324.0,65721.83,0,20,Low,Standard Monitoring,51,53,Normal,Business,7993-3940-4177,MMJP9267C,2023-09-17
CUSR-103592,Kiara Iyer,59,Jaipur,Gold Loan,3516372,293031.0,770,13.3,8.15,1770502.0,49180.61,0,10,Low,Standard Monitoring,90,52,Normal,Salaried,4780-9908-4087,HKQP4920I,2017-06-01
CUSR-103593,Anvi Deshmukh,51,Jaipur,Auto Loan,1813877,151156.42,654,34.33,2.33,4359173.0,72652.88,2,24,Low,Standard Monitoring,47,52,Normal,Business,8096-1829-5594,XNLP1821O,2021-10-09
CUSR-103594,Riya Sharma,43,Mumbai,Gold Loan,3602994,300249.5,702,68.91,-38.74,2315223.0,192935.25,0,64,High,🛡️ Wellness: Savings Protection,44,75,Normal,Business,8848-1205-1218,OJVP6585A,2024-10-20
CUSR-103595,Krishna Gupta,23,Ahmedabad,Home Loan,4457453,371454.42,658,24.42,11.82,305051.0,5084.18,2,20,Low,Standard Monitoring,42,67,Normal,Self-Employed,1233-6079-6814,PREP3097Y,2016-08-01
CUSR-103596,Saanvi Reddy,61,Jaipur,Personal Loan,2662434,221869.5,718,71.03,-44.11,1758767.0,29312.78,2,74,High,🛡️ Wellness: Savings Protection,82,22,Strategic Defaulter,Business,2936-6336-7283,NLPP8396T,2019-03-05
CUSR-103597,Aarav Deshmukh,61,Pune,Gold Loan,3968672,330722.67,746,18.12,7.1,2070794.0,34513.23,1,15,Low,Standard Monitoring,64,58,Normal,Self-Employed,7346-2654-9191,EGVP9874C,2024-05-22
CUSR-103598,Myra Kapoor,64,Jaipur,Auto Loan,3319547,276628.92,670,22.67,-6.01,4938748.0,137187.44,13,51,High,Standard Monitoring,91,56,Normal,Self-Employed,2246-7277-8980,WFOP2353H,2023-11-02
CUSR-103599,Shaurya Sharma,41,Ahmedabad,Credit Card,1285362,107113.5,631,18.3,11.25,2834631.0,118109.62,2,17,Low,Standard Monitoring,37,60,Normal,Business,5443-8063-5379,WGTP8345N,2019-07-26
CUSR-103600,Diya Joshi,28,Bangalore,Gold Loan,2002493,166874.42,634,10.81,7.13,716905.0,11948.42,1,12,Low,Standard Monitoring,50,62,Normal,Self-Employed,1165-1095-9818,JLPP5055M,2020-10-14
CUSR-103601,Vihaan Deshmukh,59,Kolkata,Personal Loan,4900178,408348.17,804,16.22,4.3,2263711.0,94321.29,0,11,Low,Standard Monitoring,41,66,Normal,Business,7646-3084-5696,WCHP7638A,2023-03-18
CUSR-103602,Ishaan Sharma,29,Ahmedabad,Credit Card,2493451,207787.58,682,51.8,-50.03,3182023.0,132584.29,2,88,Critical,🛡️ Wellness: Savings Protection,86,10,Strategic Defaulter,Salaried,4846-3052-5822,ODMP5393R,2023-05-01
CUSR-103603,Ishani Nair,44,Delhi,Gold Loan,2918546,243212.17,664,51.97,-24.22,3026695.0,50444.92,2,50,High,Standard Monitoring,59,45,Normal,Self-Employed,6123-5049-9607,QVIP6131N,2025-01-08
CUSR-103604,Anvi Nair,41,Delhi,Credit Card,3342045,278503.75,643,41.56,5.74,2170152.0,60282.0,0,22,Low,Standard Monitoring,40,90,Normal,Salaried,6186-7979-6409,LLMP8480M,2023-06-05
CUSR-103605,Kabir Chatterjee,55,Mumbai,Credit Card,2784915,232076.25,807,88.21,-10.95,1477061.0,41029.47,0,49,High,🔒 Shield: Limit Cap at 88%,43,54,Normal,Self-Employed,2437-9652-5239,KUHP7458F,2021-10-06
CUSR-103606,Ishaan Patel,47,Chennai,Gold Loan,2129313,177442.75,610,79.44,-41.16,3000490.0,83346.94,4,80,High,🛡️ Wellness: Savings Protection,67,20,Strategic Defaulter,Business,7790-5828-3030,EHEP2412A,2016-12-28
