customer_id,name,age,city,product_type,annual_income,credit_score,employment_type,aadhar_no,pan_no,account_opened_date
CUSR-104935,Ishani Chatterjee,26,Delhi,Gold Loan,1789173,814,Salaried,8351-2906-5475,QODP6090H,2023-10-17
CUSR-104936,Ishaan Joshi,32,Kolkata,Auto Loan,1744141,799,Business,5100-2252-6772,NCOP9945S,2024-01-29
CUSR-104937,Myra Reddy,46,Kolkata,Gold Loan,3181766,773,Salaried,9185-4356-4733,QRKP6088B,2020-08-19
CUSR-104938,Diya Reddy,36,Ahmedabad,Home Loan,595458,741,Salaried,3786-8517-2080,RJNP4818N,2020-04-28
CUSR-104939,Krishna Patel,49,Pune,Home Loan,2724965,787,Self-Employed,1220-7327-3881,SESP8323N,2019-04-24
CUSR-104940,Ananya Joshi,54,Pune,Personal Loan,1430916,776,Business,7450-9422-8722,VWBP2620E,2019-02-05
CUSR-104941,Riya Reddy,42,Chennai,Home Loan,3661161,790,Business,5056-4523-3560,DVOP3938O,2024-02-23
CUSR-104942,Kabir Reddy,59,Kolkata,Gold Loan,3553051,752,Business,4684-4702-8145,IUSP6234O,2023-06-21
CUSR-104943,Sai Joshi,31,Hyderabad,Credit Card,4723942,775,Business,3003-7893-9917,LMFP4108S,2020-02-12
CUSR-104944,Saanvi Sharma,49,Bangalore,Gold Loan,4178887,837,Business,1604-7239-5449,BTUP4724K,2023-03-25
CUSR-104945,Riya Iyer,28,Delhi,Auto Loan,2104924,840,Salaried,2838-6309-4768,MBSP2595Q,2021-07-05
CUSR-104946,Aarav Reddy,48,Jaipur,Auto Loan,2416658,694,Salaried,6589-2745-2503,DAQP9824V,2018-02-19
CUSR-104947,Kiara Kapoor,26,Pune,Gold Loan,3501869,602,Salaried,8885-2172-4187,IEUP4929H,2018-12-11
CUSR-104948,Riya Singh,33,Mumbai,Auto Loan,4541354,705,Business,5289-8214-5686,ENLP4192W,2018-12-02
CUSR-104949,Aaryan Aggarwal,29,Kolkata,Gold Loan,3263266,607,Business,6684-7092-4080,KVXP4639X,2018-10-31
CUSR-104950,Aditya Kapoor,32,Lucknow,Personal Loan,1912817,842,Salaried,3642-8719-6312,WXVP3242A,2020-12-04
CUSR-104951,Vihaan Malhotra,27,Pune,Credit Card,866165,638,Business,9222-7149-9637,EILP4821U,2022-08-25
CUSR-104952,Kabir Kapoor,50,Bangalore,Auto Loan,3316385,833,Salaried,2363-5624-8661,DYTP5109V,2016-04-24
CUSR-104953,Kabir Singh,24,Mumbai,Gold Loan,3552303,631,Salaried,6215-1754-9329,RERP5800R,2020-02-07
CUSR-104954,Anvi Kapoor,51,Hyderabad,Gold Loan,4898658,694,Business,8734-3508-4279,KVGP6710W,2017-07-17
CUSR-104955,Saanvi Patel,39,Chennai,Gold Loan,3294610,689,Salaried,9913-4669-8016,RTLP9804Q,2018-01-09
CUSR-104956,Myra Singh,34,Hyderabad,Auto Loan,807112,725,Salaried,5276-8218-1546,DQFP8159A,2020-06-13
CUSR-104957,Ishaan Deshmukh,38,Mumbai,Personal Loan,2049231,724,Salaried,1071-1843-7792,MRFP7475L,2024-01-16
CUSR-104958,Saanvi Aggarwal,44,Hyderabad,Personal Loan,2305491,730,Self-Employed,1353-1534-8686,NKIP5979P,2018-05-12
CUSR-104959,Aditya Nair,37,Jaipur,Gold Loan,3588532,794,Salaried,8639-6664-9515,GTBP4407V,2020-12-10
CUSR-104960,Kabir Verma,34,Chennai,Home Loan,1711365,787,Salaried,3901-3234-9466,JJGP5399C,2017-01-17
CUSR-104961,Ananya Nair,23,Mumbai,Auto Loan,1007554,847,Salaried,3963-5710-6166,IYTP1331C,2019-02-16
CUSR-104962,Myra Chatterjee,64,Jaipur,Personal Loan,3894139,727,Salaried,9752-4079-8734,OFBP3268T,2020-07-11
CUSR-104963,Sai Kapoor,22,Mumbai,Auto Loan,1520387,712,Self-Employed,1253-8904-6595,PRNP1194P,2016-11-15
CUSR-104964,Ishani Malhotra,31,Chennai,Personal Loan,1691286,776,Self-Employed,8995-9573-5968,RDJP9701Y,2018-10-11
CUSR-104965,Vihaan Nair,55,Jaipur,Personal Loan,4023340,796,Self-Employed,3485-5870-9270,BJSP2021H,2017-01-22
CUSR-104966,Kiara Kapoor,64,Delhi,Personal Loan,710628,760,Salaried,7009-5793-9617,YAAP1383M,2018-10-27
CUSR-104967,Sai Nair,32,Mumbai,Auto Loan,4537651,653,Salaried,4961-3279-9941,SEXP6925J,2016-10-06
CUSR-104968,Aditya Sharma,46,Pune,Auto Loan,4762179,775,Salaried,1650-5508-2331,MCSP5808S,2022-03-22
CUSR-104969,Sara Deshmukh,23,Bangalore,Personal Loan,3071727,618,Business,9940-6277-5770,YYFP1062S,2018-01-30
CUSR-104970,Arjun Nair,42,Kolkata,Personal Loan,2256966,743,Salaried,9422-6208-7768,WBDP9644O,2020-10-23
CUSR-104971,Ishani Malhotra,61,Hyderabad,Credit Card,2877367,628,Business,7325-5553-9193,QCUP1442C,2018-08-03
CUSR-104972,Shaurya Reddy,61,Mumbai,Auto Loan,2113126,602,Salaried,2265-4015-2009,OHKP3343B,2019-02-04
CUSR-104973,Kiara Nair,54,Lucknow,Personal Loan,442750,716,Self-Employed,5843-6671-7015,CEGP2065P,2017-06-26
CUSR-104974,Ishani Joshi,42,Ahmedabad,Credit Card,1713927,793,Salaried,7418-3634-2366,SWUP1200M,2019-08-18
CUSR-104975,Sai Kapoor,36,Mumbai,Credit Card,1148917,734,Salaried,2656-3048-1876,WIRP3195N,2021-01-06
CUSR-104976,Anvi Singh,51,Delhi,Home Loan,4673679,783,Business,6789-8755-9517,INKP5157M,2020-06-22
CUSR-104977,Vihaan Sharma,37,Lucknow,Home Loan,4986617,641,Self-Employed,8121-8236-6502,SUQP5692V,2024-03-19
CUSR-104978,Aarav Sharma,49,Delhi,Gold Loan,4893357,726,Self-Employed,7901-3838-6491,BEWP6607X,2017-01-10
CUSR-104979,Aarav Kapoor,63,Pune,Credit Card,1923140,805,Business,6221-4901-4903,FLVP4280V,2022-12-23
CUSR-104980,Saanvi Aggarwal,48,Delhi,Gold Loan,4564161,757,Self-Employed,7856-7283-8521,UBLP7225T,2020-11-30
CUSR-104981,Aaryan Singh,35,Mumbai,Home Loan,3384531,767,Business,4973-2329-4902,KAMP4205I,2018-07-09
CUSR-104982,Diya Chatterjee,50,Hyderabad,Auto Loan,698251,798,Salaried,6751-8529-5556,HLMP3114F,2018-03-15
CUSR-104983,Shaurya Joshi,26,Kolkata,Auto Loan,4724653,707,Self-Employed,7580-2448-4588,UVNP8095N,2018-03-02
CUSR-104984,Anvi Kapoor,53,Ahmedabad,Gold Loan,3166606,809,Business,8824-4874-4906,VMXP6682W,2024-11-04
CUSR-104985,Ananya Sharma,62,Kolkata,Gold Loan,4029107,803,Salaried,2217-1327-5052,QGRP2623B,2018-08-21
CUSR-104986,Aarav Gupta,56,Delhi,Credit Card,4189560,792,Salaried,5648-4704-1178,LPVP2664M,2020-07-23
CUSR-104987,Saanvi Gupta,30,Delhi,Home Loan,1849443,810,Salaried,5074-1141-9702,VQKP2498M,2024-09-17
CUSR-104988,Aditya Gupta,56,Chennai,Personal Loan,560384,795,Business,1291-4302-8920,SOFP3698Y,2021-04-12
CUSR-104989,Diya Singh,51,Pune,Credit Card,2981711,786,Self-Employed,8508-4147-7481,CKWP8831N,2018-09-14
CUSR-104990,Vihaan Kapoor,53,Pune,Gold Loan,2169413,739,Salaried,8224-9497-2009,OVXP4680Y,2020-05-31
CUSR-104991,Aadhya Chatterjee,44,Delhi,Credit Card,1410927,713,Business,4992-8068-6756,BTFP1741Y,2023-09-19
CUSR-104992,Aaryan Reddy,50,Kolkata,Gold Loan,1750667,746,Self-Employed,8292-9724-8175,SKEP4027Q,2017-12-15
CUSR-104993,Aadhya Joshi,41,Hyderabad,Gold Loan,1376848,616,Business,6653-8903-8876,TISP2676P,2016-03-16
CUSR-104994,Sara Joshi,46,Lucknow,Auto Loan,1269401,600,Business,3139-8071-2110,JVGP9736J,2023-04-19
CUSR-104995,Krishna Reddy,42,Delhi,Auto Loan,1226983,819,Business,9773-6847-3954,MPXP9947Q,2016-10-31
CUSR-104996,Shaurya Patel,39,Lucknow,Auto Loan,2369457,789,Self-Employed,9244-5664-4733,IJRP7023M,2022-06-19
CUSR-104997,Arjun Joshi,47,Pune,Home Loan,2739297,776,Salaried,5221-1748-7501,EVMP4749C,2018-10-23
CUSR-104998,Diya Deshmukh,57,Chennai,Gold Loan,2166865,671,Self-Employed,4360-7791-5100,HMBP8103V,2019-05-03
CUSR-104999,Kiara Malhotra,36,Hyderabad,Home Loan,1584572,794,Business,6352-8427-3759,QVMP9009U,2022-06-06
CUSR-105000,Myra Gupta,38,Mumbai,Home Loan,438908,686,Self-Employed,1652-1013-9092,QRCP1264P,2020-07-05
CUSR-105001,Ishani Iyer,29,Kolkata,Personal Loan,3859249,662,Business,8353-5852-5815,BBIP4860F,2018-07-18
CUSR-105002,Aarav Reddy,40,Delhi,Home Loan,1901861,784,Salaried,3659-1296-8061,QUJP4587K,2018-11-07
CUSR-105003,Kabir Gupta,50,Pune,Auto Loan,3162428,736,Self-Employed,1005-3199-2676,GXWP4078W,2024-10-18
CUSR-105004,Vihaan Iyer,45,Lucknow,Gold Loan,4449482,701,Salaried,3452-3840-4892,TEHP8592B,2021-05-21
CUSR-105005,Sara Nair,49,Lucknow,Credit Card,718276,824,Business,8521-2672-8437,OEMP7551L,2021-10-08
CUSR-105006,Sai Gupta,44,Pune,Gold Loan,1814240,785,Salaried,1439-5775-2210,TXOP7303G,2018-07-08
CUSR-105007,Aaryan Deshmukh,61,Mumbai,Auto Loan,583641,628,Salaried,1971-8574-9850,VOEP4160I,2024-10-09
CUSR-105008,Sara Kapoor,34,Jaipur,Credit Card,4095399,769,Salaried,7345-4774-5327,DEFP9944E,2020-03-31
CUSR-105009,Riya Kapoor,26,Mumbai,Credit Card,879230,608,Business,4609-2227-3858,GRRP4401G,2024-07-03
CUSR-105010,Ishaan Singh,57,Pune,Home Loan,934555,612,Business,4180-1713-2570,WWFP1270F,2023-04-21
CUSR-105011,Aaryan Chatterjee,52,Bangalore,Home Loan,449058,715,Salaried,3664-7458-6289,UJJP6661A,2018-05-19
CUSR-105012,Anvi Sharma,30,Chennai,Home Loan,1405861,608,Salaried,1629-7367-2706,KKOP7408S,2019-06-04
CUSR-105013,Aadhya Joshi,52,Jaipur,Auto Loan,3529182,632,Business,6187-3181-8855,FBVP6283K,2019-11-15
CUSR-105014,Krishna Sharma,45,Ahmedabad,Credit Card,2338400,779,Business,7622-5141-4176,VSGP8204M,2021-09-02
CUSR-105015,Kiara Iyer,36,Kolkata,Home Loan,3264504,796,Self-Employed,8810-4741-9725,VLAP1706U,2020-06-12
CUSR-105016,Vihaan Malhotra,32,Delhi,Gold Loan,4305085,833,Salaried,3737-8166-7921,BNYP4386Y,2019-05-28
CUSR-105017,Vihaan Aggarwal,30,Delhi,Credit Card,2315367,802,Salaried,5683-7052-4216,DTUP9477D,2018-02-05
CUSR-105018,Sara Malhotra,41,Jaipur,Auto Loan,2545983,785,Business,3471-7272-1987,RBFP3541Y,2018-09-08
CUSR-105019,Kabir Joshi,61,Lucknow,Personal Loan,961586,807,Self-Employed,4209-2587-3443,NJOP8523L,2018-12-11
CUSR-105020,Krishna Bose,56,Pune,Gold Loan,4828543,678,Salaried,9923-9701-8513,SGHP5137P,2018-10-03
CUSR-105021,Aaryan Aggarwal,56,Kolkata,Home Loan,4864665,682,Salaried,9781-5066-4704,TRJP6622N,2021-04-19
CUSR-105022,Ananya Patel,56,Chennai,Home Loan,4152520,744,Salaried,3147-5247-1638,XLPP4422G,2021-05-23
CUSR-105023,Ishaan Kapoor,54,Jaipur,Credit Card,3603837,670,Business,1935-6430-4077,PINP3335Q,2019-02-19
CUSR-105024,Kabir Sharma,53,Jaipur,Personal Loan,3305220,757,Self-Employed,9342-7767-9969,MGRP7604X,2018-09-26
CUSR-105025,Kiara Malhotra,27,Kolkata,Gold Loan,3042299,821,Salaried,6057-2741-6993,YUNP7668Q,2017-08-02
CUSR-105026,Myra Aggarwal,36,Kolkata,Gold Loan,2842744,758,Business,2690-7522-1383,ATFP5761R,2022-03-21
CUSR-105027,Riya Malhotra,38,Mumbai,Personal Loan,2980657,760,Salaried,8317-7371-8349,SOFP6113W,2020-01-01
CUSR-105028,Aditya Verma,41,Pune,Home Loan,4850452,704,Salaried,4460-9874-1872,FMMP3646K,2022-07-28
CUSR-105029,Anvi Singh,56,Hyderabad,Personal Loan,1383023,816,Salaried,1162-3109-8213,XBCP3369H,2021-08-13
CUSR-105030,Riya Patel,48,Mumbai,Personal Loan,580842,810,Business,4171-8415-3945,OJAP3527W,2020-12-03
CUSR-105031,Aditya Chatterjee,46,Delhi,Gold Loan,1448042,660,Business,6542-6881-9530,PVMP7651L,2017-06-21
CUSR-105032,Vihaan Deshmukh,46,Ahmedabad,Credit Card,992948,706,Self-Employed,9611-8172-4912,PTPP3758S,2017-03-28
CUSR-105033,Shaurya Chatterjee,51,Lucknow,Credit Card,1450580,706,Salaried,2525-3709-4491,LRMP8192M,2023-01-12
CUSR-105034,Anvi Iyer,40,Bangalore,Gold Loan,4134448,727,Business,4364-6794-6800,RFXP2342Y,2017-08-05
CUSR-105035,Shaurya Kapoor,38,Bangalore,Home Loan,2724335,816,Salaried,5422-1372-5549,IOOP2659U,2023-11-23
CUSR-105036,Myra Reddy,22,Jaipur,Auto Loan,1422074,725,Salaried,5254-6381-3805,IODP7875W,2017-01-04
CUSR-105037,Aarav Deshmukh,48,Lucknow,Auto Loan,4437890,837,Self-Employed,9743-7536-7515,UMCP2429J,2017-12-04
CUSR-105038,Ishaan Verma,36,Bangalore,Gold Loan,3542682,658,Self-Employed,1103-8051-3893,PWXP4708S,2022-06-23
CUSR-105039,Kiara Malhotra,31,Hyderabad,Credit Card,438526,838,Self-Employed,4119-7444-3549,RRPP9171J,2016-05-04
CUSR-105040,Diya Bose,42,Mumbai,Credit Card,4224922,765,Self-Employed,9045-4254-3051,NPEP9174I,2019-06-20
CUSR-105041,Aadhya Verma,45,Ahmedabad,Home Loan,2913807,661,Business,1918-5197-6058,OKLP6623A,2018-03-04
CUSR-105042,Ishani Nair,48,Pune,Auto Loan,2178907,818,Salaried,6374-3138-4520,SQIP8295U,2019-05-27
CUSR-105043,Vihaan Patel,54,Chennai,Home Loan,3150961,812,Business,1403-8081-4077,UDNP5752P,2018-01-15
CUSR-105044,Arjun Sharma,24,Kolkata,Auto Loan,1108707,827,Self-Employed,7950-6957-4175,PMXP6490J,2022-05-16
CUSR-105045,Saanvi Nair,54,Jaipur,Personal Loan,3854065,739,Salaried,2559-3220-7841,YNDP1538V,2022-08-18
CUSR-105046,Anvi Kapoor,60,Bangalore,Home Loan,3283443,787,Self-Employed,7905-5131-6958,VTDP2906N,2020-03-09
CUSR-105047,Ishani Malhotra,50,Ahmedabad,Home Loan,1706562,652,Salaried,8183-1860-5793,KGNP2471X,2018-01-24
CUSR-105048,Sara Gupta,53,Kolkata,Gold Loan,3560902,634,Business,9636-1432-8874,HLRP2649Y,2016-11-07
CUSR-105049,Kabir Singh,37,Kolkata,Credit Card,2831777,686,Self-Employed,7528-5509-3323,DHQP4888C,2021-02-01
CUSR-105050,Vihaan Chatterjee,57,Pune,Credit Card,4007084,766,Self-Employed,1218-9404-2628,TQDP1246D,2017-12-29
CUSR-105051,Aaryan Patel,38,Chennai,Home Loan,1459828,637,Business,1143-9301-1512,RVKP2963D,2023-03-31
CUSR-105052,Ishaan Patel,45,Kolkata,Personal Loan,3363936,677,Salaried,6163-7463-3298,EDUP4958C,2022-11-20
CUSR-105053,Sara Deshmukh,64,Pune,Home Loan,4201479,673,Salaried,6522-4899-9136,WOIP8904W,2016-06-08
CUSR-105054,Riya Nair,48,Chennai,Home Loan,1061039,825,Business,2194-8782-3837,WLTP4356K,2018-07-26
CUSR-105055,Aarav Sharma,58,Delhi,Gold Loan,3521545,606,Salaried,2598-8180-8143,KMUP9007Q,2019-12-02
CUSR-105056,Ananya Patel,35,Delhi,Personal Loan,1835593,797,Salaried,8766-1823-2519,DRWP5160C,2024-10-28
CUSR-105057,Krishna Verma,28,Ahmedabad,Credit Card,1613734,656,Self-Employed,9975-8364-8103,QFCP8313X,2020-04-09
CUSR-105058,Aarav Verma,43,Mumbai,Auto Loan,2198943,809,Self-Employed,1389-5737-2171,MBNP3337L,2021-05-30
CUSR-105059,Aaryan Deshmukh,47,Hyderabad,Home Loan,458108,767,Business,2267-4425-6869,BXPP6418L,2019-11-13
CUSR-105060,Krishna Patel,23,Bangalore,Auto Loan,3142458,679,Self-Employed,2862-7615-8898,APUP9586A,2020-05-06
CUSR-105061,Aditya Malhotra,41,Bangalore,Gold Loan,2770991,604,Salaried,9232-8381-2624,CDYP6340F,2019-08-03
CUSR-105062,Myra Patel,32,Lucknow,Home Loan,1667253,679,Salaried,7905-3794-8172,MHLP6532F,2024-06-24
CUSR-105063,Kiara Verma,30,Delhi,Personal Loan,2639333,725,Self-Employed,4980-1134-2848,LWPP7156U,2018-08-11
CUSR-105064,Diya Patel,54,Kolkata,Credit Card,494020,660,Self-Employed,5857-7782-3862,NYSP3506S,2017-02-13
CUSR-105065,Arjun Nair,56,Delhi,Credit Card,1916806,674,Self-Employed,6425-4871-7741,RTRP6811R,2024-04-20
CUSR-105066,Saanvi Joshi,42,Mumbai,Gold Loan,2552560,848,Business,5434-9832-9436,CAHP6342U,2023-08-31
CUSR-105067,Aditya Malhotra,59,Jaipur,Credit Card,2110580,630,Self-Employed,9994-9556-4027,QWJP5181Q,2016-09-18
CUSR-105068,Sai Malhotra,58,Bangalore,Auto Loan,2476382,816,Self-Employed,6308-4041-6634,RYJP3158Y,2017-02-23
CUSR-105069,Kiara Aggarwal,25,Pune,Personal Loan,1546747,618,Salaried,5070-1117-7571,MWLP1508X,2022-08-08
CUSR-105070,Ishani Verma,50,Mumbai,Personal Loan,1295006,714,Self-Employed,2376-3621-2627,ONFP6643E,2022-08-28
CUSR-105071,Arjun Nair,54,Pune,Credit Card,3027534,711,Business,9940-2547-8973,USVP4885T,2016-02-22
CUSR-105072,Arjun Malhotra,27,Pune,Home Loan,3698625,605,Salaried,2252-5676-2055,AEGP9548I,2019-09-13
CUSR-105073,Diya Malhotra,25,Delhi,Gold Loan,859396,822,Self-Employed,2392-3169-1818,WDTP8297S,2018-01-01
CUSR-105074,Aarav Bose,46,Ahmedabad,Auto Loan,510606,615,Salaried,2650-4437-4007,OAOP2119E,2023-12-23
CUSR-105075,Kiara Deshmukh,62,Lucknow,Auto Loan,3017313,662,Self-Employed,9901-4792-5656,TSXP2703R,2023-09-14
CUSR-105076,Vihaan Kapoor,34,Pune,Home Loan,3617493,752,Business,1056-7883-3949,FUBP1820E,2017-01-02
CUSR-105077,Ishani Aggarwal,59,Kolkata,Gold Loan,3183977,745,Self-Employed,1492-2401-8697,DRUP6677A,2022-04-06
CUSR-105078,Kabir Reddy,26,Kolkata,Gold Loan,4991856,712,Self-Employed,8693-4023-5676,TNDP3662R,2023-10-11
CUSR-105079,Diya Deshmukh,50,Chennai,Auto Loan,1421433,647,Business,9940-8319-5959,BAKP3307H,2023-03-13
CUSR-105080,Saanvi Reddy,47,Jaipur,Home Loan,4254327,840,Self-Employed,7897-7751-8447,GDXP6531L,2024-12-27
CUSR-105081,Riya Singh,52,Jaipur,Home Loan,1238268,696,Salaried,8459-5491-7391,PHLP5998A,2024-04-01
CUSR-105082,Aarav Bose,55,Ahmedabad,Home Loan,897438,602,Business,3473-1748-2192,JFTP2282U,2021-07-19
CUSR-105083,Vihaan Bose,23,Kolkata,Credit Card,4037867,839,Salaried,4479-7395-9526,VGGP1070E,2021-08-03
CUSR-105084,Vihaan Malhotra,30,Lucknow,Auto Loan,3236488,603,Self-Employed,8405-5260-7899,QYLP6960U,2023-11-21
CUSR-105085,Aaryan Verma,38,Kolkata,Personal Loan,2825981,762,Business,5191-8075-9352,HKIP2541O,2016-03-12
CUSR-105086,Krishna Deshmukh,53,Mumbai,Credit Card,736938,822,Salaried,4520-2479-2293,FOVP3334P,2022-10-05
CUSR-105087,Sai Sharma,59,Bangalore,Home Loan,3430013,628,Salaried,4583-1485-8683,SBWP2814V,2023-04-30
CUSR-105088,Krishna Singh,29,Jaipur,Credit Card,2617441,718,Salaried,2985-8903-7406,IKKP4290V,2018-02-13
CUSR-105089,Anvi Patel,55,Kolkata,Gold Loan,3430309,832,Business,7058-2583-2539,XFBP4379O,2023-08-27
CUSR-105090,Anvi Sharma,29,Jaipur,Gold Loan,4687970,758,Business,6008-6658-9058,QIPP5471L,2019-11-04
CUSR-105091,Diya Chatterjee,24,Bangalore,Gold Loan,470415,821,Self-Employed,8099-4726-2413,TMYP1917H,2020-03-19
CUSR-105092,Aadhya Singh,45,Jaipur,Home Loan,1453058,674,Salaried,9910-2974-4114,MJUP3292Q,2021-10-02
CUSR-105093,Ishaan Sharma,60,Bangalore,Auto Loan,584683,832,Salaried,3326-1517-5221,VBAP5521B,2023-10-24
CUSR-105094,Myra Nair,61,Lucknow,Home Loan,3671719,671,Business,7469-4156-2913,ANIP8848G,2023-06-09
CUSR-105095,Saanvi Malhotra,62,Pune,Auto Loan,2674639,690,Business,9994-7325-1791,WDRP6532N,2019-08-05
CUSR-105096,Saanvi Malhotra,27,Kolkata,Gold Loan,4743077,666,Self-Employed,5092-3266-4585,JRSP9230T,2021-04-16
CUSR-105097,Sai Nair,30,Delhi,Credit Card,1232964,803,Self-Employed,2142-4791-2082,HSKP3362V,2020-03-24
CUSR-105098,Ishaan Kapoor,28,Ahmedabad,Personal Loan,4887447,841,Business,1693-6873-3394,DSTP6776B,2016-04-23
CUSR-105099,Ishaan Joshi,36,Chennai,Credit Card,2111743,759,Self-Employed,4165-3376-9528,COVP6985S,2023-09-22
CUSR-105100,Aarav Nair,34,Kolkata,Credit Card,3511724,803,Self-Employed,1233-8970-5527,UJIP9560R,2019-09-18
CUSR-105101,Aadhya Iyer,33,Bangalore,Personal Loan,1185697,712,Salaried,8421-4509-1381,XPGP3021T,2023-03-12
CUSR-105102,Kabir Reddy,27,Ahmedabad,Gold Loan,4279047,607,Business,9781-6307-7783,LIYP7060J,2017-12-24
CUSR-105103,Aaryan Aggarwal,28,Chennai,Auto Loan,1215609,669,Self-Employed,2251-2844-5034,HGWP4671Q,2017-11-21
CUSR-105104,Arjun Nair,60,Ahmedabad,Credit Card,3143758,818,Self-Employed,4224-1887-6217,OFKP2215W,2016-10-13
CUSR-105105,Shaurya Aggarwal,36,Mumbai,Gold Loan,1371531,844,Salaried,6642-2589-2737,KWSP6827C,2023-04-09
CUSR-105106,Vihaan Malhotra,33,Jaipur,Auto Loan,1286903,660,Salaried,7376-6767-7950,VWLP4257H,2017-10-25
CUSR-105107,Diya Reddy,56,Lucknow,Auto Loan,1670359,633,Business,3057-9071-7204,ELIP6311L,2019-08-11
CUSR-105108,Riya Deshmukh,24,Chennai,Auto Loan,2636145,673,Self-Employed,2499-3949-6658,MYDP4637E,2023-12-12
CUSR-105109,Ishaan Gupta,38,Kolkata,Home Loan,4617935,738,Self-Employed,5142-2281-9335,PNLP2590X,2018-02-21
CUSR-105110,Saanvi Kapoor,46,Ahmedabad,Gold Loan,890809,838,Self-Employed,2417-9983-8298,OHVP8136J,2017-03-28
CUSR-105111,Kiara Deshmukh,50,Hyderabad,Auto Loan,1150253,737,Self-Employed,5441-4096-5209,TORP1576U,2021-06-15
CUSR-105112,Ananya Kapoor,31,Lucknow,Gold Loan,990827,823,Business,8044-3185-4399,FUQP8439L,2021-07-24
CUSR-105113,Aaryan Singh,36,Jaipur,Personal Loan,2046763,604,Salaried,3248-8252-5274,ISIP2445P,2021-07-05
CUSR-105114,Aaryan Verma,33,Mumbai,Personal Loan,1303137,611,Salaried,3764-4617-4260,QRLP5349B,2022-05-14
CUSR-105115,Shaurya Patel,24,Jaipur,Auto Loan,1955068,715,Business,9450-6167-6222,SMNP5212L,2017-12-01
CUSR-105116,Saanvi Patel,38,Jaipur,Credit Card,2224308,600,Self-Employed,6842-8882-7193,JQVP8946C,2022-02-04
CUSR-105117,Aditya Sharma,48,Delhi,Personal Loan,3110098,627,Business,5828-6881-4477,HPEP1752D,2019-03-06
CUSR-105118,Aditya Nair,46,Chennai,Gold Loan,993941,617,Business,4478-7659-8827,BOKP4461R,2019-05-16
CUSR-105119,Kiara Bose,51,Chennai,Gold Loan,2417380,663,Self-Employed,2315-1578-2254,BJWP2002M,2023-07-14
CUSR-105120,Arjun Malhotra,30,Lucknow,Auto Loan,2220666,613,Business,2842-5464-5239,HODP1237D,2023-07-04
CUSR-105121,Aditya Reddy,37,Hyderabad,Personal Loan,2823457,660,Salaried,2210-8198-2214,NGOP7055B,2019-02-11
CUSR-105122,Sara Malhotra,61,Mumbai,Home Loan,3411156,639,Salaried,5300-7527-5235,QCNP4784H,2021-05-06
CUSR-105123,Riya Patel,30,Mumbai,Home Loan,2903399,750,Self-Employed,1613-4839-4001,MYSP5904N,2023-12-02
CUSR-105124,Diya Deshmukh,32,Mumbai,Gold Loan,3583996,661,Business,9980-4575-7950,LJSP3327V,2018-12-12
CUSR-105125,Ishaan Gupta,26,Delhi,Gold Loan,4864580,772,Self-Employed,3790-7612-6421,EPTP4710G,2017-08-31
CUSR-105126,Riya Aggarwal,51,Chennai,Auto Loan,3572757,689,Self-Employed,5084-2469-4123,BXXP7216L,2018-06-11
CUSR-105127,Saanvi Nair,45,Mumbai,Home Loan,2894636,718,Salaried,2644-5028-9304,LLKP6955Q,2020-08-17
CUSR-105128,Arjun Verma,23,Jaipur,Credit Card,542249,618,Business,2707-2222-2750,KHTP4968N,2018-05-07
CUSR-105129,Aaryan Deshmukh,32,Jaipur,Credit Card,3731973,728,Self-Employed,7487-7585-3362,KAGP3373S,2020-10-14
CUSR-105130,Anvi Bose,64,Kolkata,Credit Card,1106194,724,Self-Employed,8655-6875-6821,XSLP4228M,2016-08-31
CUSR-105131,Kiara Bose,41,Kolkata,Gold Loan,420874,739,Business,7394-7189-6549,LOWP3109I,2016-09-25
CUSR-105132,Diya Singh,61,Kolkata,Home Loan,4798703,812,Salaried,9225-8970-8851,WESP9209X,2022-10-14
CUSR-105133,Riya Sharma,31,Ahmedabad,Home Loan,3119951,846,Salaried,2187-9991-9931,GAOP9606O,2019-03-28
CUSR-105134,Aaryan Joshi,48,Ahmedabad,Auto Loan,4876972,611,Business,4200-8647-3825,EMTP9573N,2018-11-18
CUSR-105135,Riya Chatterjee,62,Mumbai,Gold Loan,2233034,611,Self-Employed,7186-9482-4629,LHMP1216V,2022-11-21
CUSR-105136,Aadhya Sharma,50,Chennai,Gold Loan,4374334,662,Salaried,8879-4277-4080,FLKP1370B,2022-05-20
CUSR-105137,Myra Aggarwal,36,Pune,Credit Card,2009053,744,Salaried,4119-7352-6537,LQGP4329Y,2021-06-26
CUSR-105138,Riya Malhotra,57,Kolkata,Home Loan,1716018,645,Business,2466-3503-9156,KOGP6690E,2023-06-19
CUSR-105139,Aadhya Joshi,49,Delhi,Gold Loan,1440284,657,Business,2922-2997-5612,BDBP8121P,2020-04-16
CUSR-105140,Shaurya Bose,34,Chennai,Credit Card,3041812,622,Salaried,6452-3385-3344,KHIP7644S,2024-07-29
CUSR-105141,Aditya Verma,23,Kolkata,Home Loan,2356326,776,Salaried,3107-4721-1977,WRSP2442E,2018-04-17
CUSR-105142,Aaryan Malhotra,37,Mumbai,Home Loan,1015723,645,Self-Employed,7567-1560-6810,HNCP8538H,2023-08-15
CUSR-105143,Kiara Malhotra,63,Delhi,Personal Loan,2396090,720,Business,5044-2082-4914,JMGP2619Y,2021-01-17
